chr	start	end	peaknb	peakscore	Gene_Symbol	distance	score
chr1	40270225	40270531	peak109	24.79486	ZMPSTE24	12329	0.370404361934
chr1	40270225	40270531	peak109	24.79486	COL9A2	-46889	0.0929624156787
chr1	40270225	40270531	peak109	24.79486	TMCO2	22478	0.24681406478
chr12	116320018	116320212	peak1092	4.12853	MED13L	42929	0.108917997108
chr12	116376709	116376898	peak1093	7.81143	MIR4472-2	-51515	0.0772583715111
chr12	116376709	116376898	peak1093	7.81143	MED13L	99617	0.0112804967022
chr12	116387740	116387951	peak1094	5.82664	MIR4472-2	-40473	0.120161332698
chr12	116552048	116552278	peak1095	7.15038	LINC00173	18742	0.286596493066
chr12	116552048	116552278	peak1095	7.15038	LINC00173	18729	0.286745561997
chr12	116552048	116552278	peak1095	7.15038	MAP1LC3B2	-7217	0.454444265976
chr12	117125292	117125472	peak1096	5.82664	TESC	25936	0.21493062013
chr12	117125292	117125472	peak1096	5.82664	FBXO21	-65113	0.0448460394928
chr12	117125292	117125472	peak1096	5.82664	TESC-AS1	25916	0.215102633423
chr12	118360790	118360964	peak1097	3.53149	SUDS3	-15675	0.324003811296
chr12	118360790	118360964	peak1097	3.53149	TAOK3	-12068	0.374291639755
chr12	120231369	120231649	peak1098	14.77179	GCN1L1	36799	0.139183788471
chr12	120231369	120231649	peak1098	14.77179	MIR4498	76010	0.0290017240721
chr12	120231369	120231649	peak1098	14.77179	RPLP0	30298	0.180518863454
chr12	120231369	120231649	peak1098	14.77179	RNU4-1	-61728	0.0513484771155
chr12	120231369	120231649	peak1098	14.77179	PXN	-34262	0.15404970021
chr12	120231369	120231649	peak1098	14.77179	PLA2G1B	-96280	0.0128913336946
chr12	120231369	120231649	peak1098	14.77179	PXN	-18652	0.287630099817
chr12	120231369	120231649	peak1098	14.77179	RNU4-2	-60394	0.0541628516195
chr12	120231369	120231649	peak1098	14.77179	SIRT4	-70811	0.0357058763536
chr12	120231369	120231649	peak1098	14.77179	PXN-AS1	30219	0.181090205307
chr12	121190626	121190828	peak1099	8.04965	P2RX7	57900	0.0598448439637
chr12	121190626	121190828	peak1099	8.04965	P2RX4	-19133	0.282148994015
chr12	121190626	121190828	peak1099	8.04965	P2RX7	57909	0.0598233036974
chr12	121190626	121190828	peak1099	8.04965	CAMKK2	-83858	0.0211880062568
chr1	9067255	9067497	peak11	9.24143	SLC2A5	-2452	0.549866366653
chr1	9067255	9067497	peak11	9.24143	SLC2A7	41031	0.117509041432
chr1	9067255	9067497	peak11	9.24143	GPR157	-61794	0.0512130959177
chr1	9067255	9067497	peak11	9.24143	MIR34A	-84401	0.0207327645824
chr1	40313610	40313840	peak110	10.14206	COL9A2	-3542	0.526407316469
chr1	40313610	40313840	peak110	10.14206	ZMPSTE24	55676	0.0654126247603
chr1	40313610	40313840	peak110	10.14206	SMAP2	-79619	0.0251031987682
chr1	40313610	40313840	peak110	10.14206	SMAP2	-59980	0.0550672562446
chr1	40313610	40313840	peak110	10.14206	TMCO2	65825	0.0435868403945
chr1	40313610	40313840	peak110	10.14206	SMAP2	-83074	0.0218629905702
chr1	40313610	40313840	peak110	10.14206	SMAP2	-60907	0.0530627554918
chr12	121196939	121197113	peak1100	7.81143	P2RX4	-12834	0.362997257443
chr12	121196939	121197113	peak1100	7.81143	P2RX7	64199	0.0465159506722
chr12	121196939	121197113	peak1100	7.81143	CAMKK2	-99727	0.0112309715519
chr12	121196939	121197113	peak1100	7.81143	P2RX7	64208	0.0464992079438
chr12	121196939	121197113	peak1100	7.81143	CAMKK2	-77559	0.0272593144936
chr12	121277080	121277330	peak1101	6.37432	P2RX4	67345	0.0410157147142
chr12	121277080	121277330	peak1101	6.37432	CAMKK2	-21103	0.260769083713
chr12	121277080	121277330	peak1101	6.37432	CAMKK2	-19548	0.277503980987
chr12	121277080	121277330	peak1101	6.37432	ANAPC5	-75257	0.0298885444727
chr12	121277080	121277330	peak1101	6.37432	ANAPC5	-77004	0.0278712385003
chr12	121277080	121277330	peak1101	6.37432	CAMKK2	2620	0.546183652447
chr12	121461122	121461358	peak1102	9.27267	MIR7107	16888	0.308658435564
chr12	121461122	121461358	peak1102	9.27267	RNF34	61158	0.0525326709041
chr12	121461122	121461358	peak1102	9.27267	RNF34	61123	0.0526062681494
chr12	121992265	121992554	peak1103	22.68265	BCL7A	-29476	0.186552980965
chr12	121992265	121992554	peak1103	22.68265	WDR66	73853	0.0316151134181
chr12	121992265	121992554	peak1103	22.68265	MLXIP	-86318	0.019202400149
chr12	122400604	122400817	peak1104	12.33522	CLIP1	-21859	0.253001464939
chr12	122400604	122400817	peak1104	12.33522	CLIP1-AS1	5169	0.493239707992
chr12	122646797	122647108	peak1105	5.09439	HCAR1	-83630	0.0213821247085
chr12	122646797	122647108	peak1105	5.09439	HCAR2	-56405	0.0635327346253
chr12	122646797	122647108	peak1105	5.09439	HCAR3	-69940	0.0369717933116
chr12	122679173	122679354	peak1106	7.27309	HCAR2	-24094	0.231364705913
chr12	122679173	122679354	peak1106	7.27309	HCAR1	-51319	0.077866457727
chr12	122679173	122679354	peak1106	7.27309	HCAR3	-37629	0.134638751772
chr12	122679173	122679354	peak1106	7.27309	CCDC62	-95245	0.0134362365729
chr12	122679173	122679354	peak1106	7.27309	DENR	-73557	0.0319916611245
chr12	122830869	122831113	peak1107	10.73306	HIP1R	-4446	0.507712467757
chr12	122830869	122831113	peak1107	10.73306	VPS37B	-65174	0.0447367485456
chr12	122830869	122831113	peak1107	10.73306	CCDC62	56483	0.0633348213985
chr12	122830869	122831113	peak1107	10.73306	DENR	78171	0.0266001080812
chr12	122830869	122831113	peak1107	10.73306	HIP1R	-3723	0.522609890767
chr12	122946829	122947089	peak1108	7.71135	ABCB9	-19550	0.277481781556
chr12	122946829	122947089	peak1108	7.71135	ARL6IP4	-33100	0.16137894241
chr12	122946829	122947089	peak1108	7.71135	OGFOD2	-27743	0.199943590443
chr12	122946829	122947089	peak1108	7.71135	VPS37B	50794	0.0795189437137
chr12	122946829	122947089	peak1108	7.71135	OGFOD2	-28243	0.195984442089
chr12	122946829	122947089	peak1108	7.71135	MIR4304	-63769	0.0473229452824
chr12	122951444	122951673	peak1109	6.63171	ARL6IP4	-28501	0.193972283244
chr12	122951444	122951673	peak1109	6.63171	ABCB9	-14951	0.333524150819
chr12	122951444	122951673	peak1109	6.63171	OGFOD2	-23144	0.240325746218
chr12	122951444	122951673	peak1109	6.63171	VPS37B	55393	0.0661573025971
chr12	122951444	122951673	peak1109	6.63171	OGFOD2	-23644	0.235566977604
chr12	122951444	122951673	peak1109	6.63171	MIR4304	-59170	0.0568806537533
chr1	40375633	40375953	peak111	16.14364	COL9A2	58526	0.0583649348575
chr1	40375633	40375953	peak111	16.14364	SMAP2	-17551	0.300580402019
chr1	40375633	40375953	peak111	16.14364	SMAP2	2088	0.557930988931
chr1	40375633	40375953	peak111	16.14364	SMAP2	1161	0.579007412063
chr1	40375633	40375953	peak111	16.14364	SMAP2	-21006	0.26178283316
chr1	40375633	40375953	peak111	16.14364	ZFP69B	-74871	0.0303536046249
chr12	123089825	123090080	peak1110	6.78766	PITPNM2	-20537	0.266740234141
chr12	123089825	123090080	peak1110	6.78766	PITPNM2	-20476	0.267391874991
chr12	123089825	123090080	peak1110	6.78766	LOC100507091	8569	0.430520645172
chr12	123089825	123090080	peak1110	6.78766	MIR4304	79224	0.0255029792579
chr12	124380324	124380498	peak1111	4.40773	FAM101A	91248	0.0157656776886
chr12	124380324	124380498	peak1111	4.40773	MIR6880	43169	0.107877387255
chr12	124390790	124391031	peak1112	9.63202	MIR6880	53668	0.0708833295021
chr12	124626482	124626657	peak1115	6.40493	NCOR2	59105	0.0570287358764
chr12	128829969	128830178	peak1119	12.64666	GLT1D1	-23462	0.237288162713
chr12	128829969	128830178	peak1119	12.64666	SLC15A4	6077	0.475646665386
chr1	40380126	40380305	peak112	7.49575	COL9A2	62948	0.0489028305362
chr1	40380126	40380305	peak112	7.49575	SMAP2	-13129	0.358739062564
chr1	40380126	40380305	peak112	7.49575	SMAP2	6510	0.467479397847
chr1	40380126	40380305	peak112	7.49575	SMAP2	5583	0.485138918093
chr1	40380126	40380305	peak112	7.49575	SMAP2	-16584	0.312434634901
chr1	40380126	40380305	peak112	7.49575	ZFP69B	-70449	0.0362266588088
chr1	40380126	40380305	peak112	7.49575	ZFP69	-97414	0.0123196466783
chr12	130965801	130965975	peak1120	5.27044	RAN	93895	0.0141817408136
chr12	130965801	130965975	peak1120	5.27044	GPR133	11982	0.375581420147
chr12	131784045	131784237	peak1121	5.10360	MMP17	-44254	0.103295651457
chr12	131784045	131784237	peak1121	5.10360	SFSWAP	73055	0.0326405466882
chr12	131819459	131819633	peak1122	5.27044	MMP17	-8849	0.425725715674
chr12	131819459	131819633	peak1122	5.27044	ULK1	-75187	0.0299723496698
chr12	131872239	131872480	peak1123	7.48290	PUS1	-56840	0.0624368270881
chr12	131872239	131872480	peak1123	7.48290	MMP17	43964	0.104500857695
chr12	131872239	131872480	peak1123	7.48290	PUS1	-56908	0.0622672296754
chr12	131872239	131872480	peak1123	7.48290	ULK1	-22374	0.247842949887
chr12	131872239	131872480	peak1123	7.48290	PUS1	-56893	0.0623046012236
chr12	131872239	131872480	peak1123	7.48290	EP400	-77560	0.0272582241428
chr12	132286993	132287228	peak1124	4.40773	GALNT9	-42209	0.112100442673
chr12	132286993	132287228	peak1124	4.40773	LOC100130238	11720	0.379538210798
chr12	132286993	132287228	peak1124	4.40773	LOC101928416	-42739	0.109748927421
chr12	132286993	132287228	peak1124	4.40773	GALNT9	81082	0.0236763173115
chr12	132327421	132327671	peak1125	3.04194	GALNT9	-1773	0.565005394553
chr12	132327421	132327671	peak1125	3.04194	LOC100130238	52156	0.075302646403
chr12	132327421	132327671	peak1125	3.04194	LOC101928416	-2303	0.553153355695
chr12	132394042	132394387	peak1126	17.68140	GALNT9	64895	0.0452388069344
chr12	132394042	132394387	peak1126	17.68140	LOC101928416	64365	0.0462081079287
chr12	132394042	132394387	peak1126	17.68140	FBRSL1	-96356	0.0128522035481
chr13	18211972	18212269	peak1127	97.46759	FAM230C	16824	0.309449613434
chr13	19899468	19899642	peak1128	6.21278	ZMYM5	35919	0.144170305664
chr13	19899468	19899642	peak1128	6.21278	ZMYM2	-59278	0.0566354593304
chr13	19899468	19899642	peak1128	6.21278	ZMYM2	-59152	0.056921622571
chr13	19899468	19899642	peak1128	6.21278	ZMYM2	-59114	0.0570082092265
chr13	20174944	20175166	peak1129	8.83594	GJB6	-57340	0.0612004950772
chr13	20174944	20175166	peak1129	8.83594	GJB6	-56178	0.0641122388233
chr13	20174944	20175166	peak1129	8.83594	LINC01072	72355	0.0335673973513
chr13	20174944	20175166	peak1129	8.83594	GJA3	14011	0.346303403306
chr13	20174944	20175166	peak1129	8.83594	GJB2	-17920	0.29617641665
chr1	40385660	40385877	peak113	7.80177	COL9A2	68501	0.0391623285745
chr1	40385660	40385877	peak113	7.80177	SMAP2	-7576	0.447965078223
chr1	40385660	40385877	peak113	7.80177	SMAP2	12063	0.37436650557
chr1	40385660	40385877	peak113	7.80177	SMAP2	11136	0.388508589509
chr1	40385660	40385877	peak113	7.80177	SMAP2	-11031	0.390143757033
chr1	40385660	40385877	peak113	7.80177	ZFP69B	-64896	0.0452369974183
chr1	40385660	40385877	peak113	7.80177	ZFP69	-91861	0.0153838041736
chr13	20354052	20354244	peak1130	8.73063	MIR4499	-79698	0.0250239978634
chr13	21017452	21017647	peak1131	4.42430	LATS2	-44034	0.104208664555
chr13	21017452	21017647	peak1131	4.42430	LINC00367	68121	0.0397621430102
chr13	21435998	21436215	peak1132	6.03723	ZDHHC20	-23264	0.239174946764
chr13	21435998	21436215	peak1132	6.03723	ZDHHC20	-23263	0.239184513953
chr13	21435998	21436215	peak1132	6.03723	LINC00539	91247	0.0157663083283
chr13	21435998	21436215	peak1132	6.03723	LINC00539	91320	0.0157203378576
chr13	23378228	23378468	peak1134	13.41558	SACS	-55380	0.0661917133405
chr13	23378228	23378468	peak1134	13.41558	SACS	2805	0.542156811108
chr13	23378228	23378468	peak1134	13.41558	SACS-AS1	-40622	0.119447301083
chr13	23378228	23378468	peak1134	13.41558	LINC00327	-91163	0.0158193722217
chr13	24279809	24279983	peak1135	4.02292	C1QTNF9	-29681	0.185029501324
chr13	24279809	24279983	peak1135	4.02292	C1QTNF9	-27269	0.203770687148
chr13	24279809	24279983	peak1135	4.02292	SPATA13-AS1	25457	0.219088395102
chr13	24279809	24279983	peak1135	4.02292	SPATA13	9210	0.419622408271
chr13	27043125	27043327	peak1137	10.15474	USP12-AS1	-82306	0.0225450443485
chr13	27195347	27195571	peak1138	12.70987	SNORA27	-59941	0.055153228205
chr13	27195347	27195571	peak1138	12.70987	USP12	23563	0.236331452392
chr13	27195347	27195571	peak1138	12.70987	SNORD102	-59604	0.0559017272708
chr13	27195347	27195571	peak1138	12.70987	USP12-AS2	23201	0.239778427696
chr13	27195347	27195571	peak1138	12.70987	RASL11A	-74867	0.0303584615901
chr13	27195347	27195571	peak1138	12.70987	LINC00412	-41798	0.113958606204
chr13	27195347	27195571	peak1138	12.70987	RPL21	-56095	0.0643254451829
chr13	27195347	27195571	peak1138	12.70987	USP12-AS1	69927	0.0369910236435
chr13	27676959	27677133	peak1139	6.03723	POLR1D	55268	0.0664889174564
chr13	27676959	27677133	peak1139	6.03723	LNX2	56463	0.0633855095282
chr13	27676959	27677133	peak1139	6.03723	POLR1D	56304	0.0637899260501
chr1	40394797	40395090	peak114	23.89993	COL9A2	77676	0.0271320389588
chr1	40394797	40395090	peak114	23.89993	SMAP2	1599	0.568951548786
chr1	40394797	40395090	peak114	23.89993	SMAP2	21238	0.25936472584
chr1	40394797	40395090	peak114	23.89993	SMAP2	20311	0.269162497995
chr1	40394797	40395090	peak114	23.89993	SMAP2	-1856	0.563132687058
chr1	40394797	40395090	peak114	23.89993	ZFP69B	-55721	0.0652949879407
chr1	40394797	40395090	peak114	23.89993	ZFP69	-82686	0.0222049509323
chr13	28524207	28524400	peak1140	3.84983	FLT1	29175	0.188812654795
chr13	28574730	28574980	peak1141	18.53601	FLT1	79727	0.0249949868555
chr13	28574730	28574980	peak1141	18.53601	POMP	-84148	0.0209436454172
chr13	28708049	28708231	peak1142	8.84021	SLC46A3	-10873	0.392617273657
chr13	28708049	28708231	peak1142	8.84021	POMP	49137	0.0849680479188
chr13	28708049	28708231	peak1142	8.84021	RNU6-53P	4333	0.510012522318
chr13	30430279	30430525	peak1144	11.36139	HMGB1	-35542	0.14636086921
chr13	30430279	30430525	peak1144	11.36139	LINC00426	56488	0.0633221557008
chr13	30430279	30430525	peak1144	11.36139	LINC01058	8158	0.437656903897
chr13	30569976	30570160	peak1145	6.12404	USPL1	-47624	0.0902691063018
chr13	30711440	30711656	peak1146	6.21278	ALOX5AP	-1929	0.561490738024
chr13	30711440	30711656	peak1146	6.21278	USPL1	93856	0.0142038815945
chr13	30711440	30711656	peak1146	6.21278	ALOX5AP	-23959	0.232617454702
chr13	30711440	30711656	peak1146	6.21278	LINC00398	-91657	0.0155098495815
chr13	30977820	30978034	peak1147	6.87954	TEX26-AS1	45319	0.098987668224
chr13	30977820	30978034	peak1147	6.87954	MEDAG	71753	0.0343855108346
chr13	30977820	30978034	peak1147	6.87954	LINC00545	95366	0.0133713623102
chr13	30977820	30978034	peak1147	6.87954	TEX26	45231	0.0993367187847
chr1	40423221	40423504	peak115	21.24838	SMAP2	30018	0.182552039256
chr1	40423221	40423504	peak115	21.24838	SMAP2	49657	0.0832189660335
chr1	40423221	40423504	peak115	21.24838	SMAP2	26563	0.209607194965
chr1	40423221	40423504	peak115	21.24838	EXO5	-85398	0.0199222117771
chr1	40423221	40423504	peak115	21.24838	SMAP2	48730	0.0863626489899
chr1	40423221	40423504	peak115	21.24838	ZFP69B	-27302	0.203501887288
chr1	40423221	40423504	peak115	21.24838	ZFP69	-54267	0.0692051498036
chr13	33679336	33679510	peak1150	3.36359	STARD13	2588	0.546883215147
chr13	36979674	36979848	peak1152	3.84806	SUPT20H	-79952	0.0247710412407
chr13	36979674	36979848	peak1152	3.84806	SMAD9	59489	0.0561594675644
chr13	36979674	36979848	peak1152	3.84806	EXOSC8	-20779	0.264170645548
chr13	36979674	36979848	peak1152	3.84806	ALG5	-19606	0.276860917992
chr13	36979674	36979848	peak1152	3.84806	SUPT20H	-79726	0.024995986675
chr13	40131314	40131519	peak1153	5.27044	LINC00548	-89086	0.0171897844317
chr13	40131314	40131519	peak1153	5.27044	LINC00332	-50392	0.0808079441177
chr13	40402399	40402640	peak1154	8.73063	LINC00598	-78487	0.0262659987345
chr13	40428463	40428642	peak1155	8.04965	LINC00598	-52454	0.0744103674057
chr13	40445630	40445804	peak1156	7.48290	LINC00598	-35289	0.147849561283
chr13	40639209	40639443	peak1157	2.14848	MIR320D1	-88549	0.0175630151488
chr13	40639209	40639443	peak1157	2.14848	FOXO1	-27271	0.203754386145
chr13	41310978	41311206	peak1158	7.07239	NAA16	-112	0.603819479934
chr13	41310978	41311206	peak1158	7.07239	MTRF1	47515	0.0906635388434
chr13	41310978	41311206	peak1158	7.07239	RNU6-57P	-43567	0.10617357756
chr13	41465290	41465490	peak1159	7.79019	RGCC	7985	0.440695992792
chr13	41465290	41465490	peak1159	7.79019	OR7E37P	22827	0.243392478674
chr1	40450960	40451263	peak116	28.15272	SMAP2	57767	0.0601640669138
chr1	40450960	40451263	peak116	28.15272	ZNF684	-80449	0.0242834556004
chr1	40450960	40451263	peak116	28.15272	SMAP2	77406	0.0274266530319
chr1	40450960	40451263	peak116	28.15272	SMAP2	76479	0.028462723363
chr1	40450960	40451263	peak116	28.15272	EXO5	-57649	0.0604487125449
chr1	40450960	40451263	peak116	28.15272	SMAP2	54312	0.0690806925791
chr1	40450960	40451263	peak116	28.15272	ZFP69B	447	0.595782268483
chr1	40450960	40451263	peak116	28.15272	ZFP69	-26518	0.209984827684
chr13	41588894	41589119	peak1160	15.07732	MIR5006	20611	0.265951850432
chr13	42562107	42562360	peak1161	9.73245	TNFSF11	-502	0.594472988229
chr13	42562107	42562360	peak1161	9.73245	TNFSF11	-11921	0.376498957752
chr13	42720502	42720730	peak1162	12.17000	LINC01050	-91946	0.0153315880571
chr13	42720502	42720730	peak1162	12.17000	FAM216B	-60933	0.0530075989125
chr13	42808004	42808204	peak1163	6.14119	LINC01050	-4458	0.507468824251
chr13	42808004	42808204	peak1163	6.14119	FAM216B	26555	0.209674280001
chr13	42808004	42808204	peak1163	6.14119	LINC00428	-64640	0.0457026041096
chr13	42876286	42876538	peak1164	6.69742	LINC01050	63850	0.0471698670603
chr13	42876286	42876538	peak1164	6.69742	FAM216B	94863	0.0136431188229
chr13	42876286	42876538	peak1164	6.69742	LINC00428	3668	0.52376089817
chr13	43830499	43830795	peak1165	18.88932	CCDC122	-49043	0.0852881291546
chr13	43830499	43830795	peak1165	18.88932	LACC1	-48636	0.0866879837962
chr13	43830499	43830795	peak1165	18.88932	ENOX1	43667	0.105749731507
chr13	43830499	43830795	peak1165	18.88932	LACC1	-49185	0.0848050657797
chr13	44259166	44259385	peak1166	4.40773	MIR8079	63075	0.048655034093
chr13	44259166	44259385	peak1166	4.40773	SMIM2	98018	0.012025570756
chr13	44301432	44301615	peak1167	6.49518	SERP2	-72318	0.0336171138806
chr13	45253592	45253771	peak1168	9.08853	KCTD4	52641	0.0738558543219
chr13	45253592	45253771	peak1168	9.08853	TPT1	-87603	0.0182403336917
chr13	45253592	45253771	peak1168	9.08853	SNORA31	-83928	0.0211287628188
chr13	45253592	45253771	peak1168	9.08853	TPT1-AS1	-87663	0.018196609381
chr13	45367403	45367691	peak1169	18.44716	SLC25A30-AS1	-50614	0.0800935461951
chr13	45367403	45367691	peak1169	18.44716	COG3	-97347	0.0123527076132
chr13	45367403	45367691	peak1169	18.44716	SLC25A30	-50908	0.0791571628177
chr13	45367403	45367691	peak1169	18.44716	TPT1	26263	0.212137633571
chr13	45367403	45367691	peak1169	18.44716	SNORA31	29938	0.183137141445
chr13	45367403	45367691	peak1169	18.44716	TPT1-AS1	26203	0.212647375337
chr1	40574835	40575128	peak117	10.54643	ZNF684	43421	0.106795445339
chr1	40574835	40575128	peak117	10.54643	RIMS3	-90671	0.0161337811029
chr1	40574835	40575128	peak117	10.54643	EXO5	66221	0.0429018641763
chr1	40574835	40575128	peak117	10.54643	ZFP69	97352	0.0123502373187
chr13	46341097	46341315	peak1170	15.05771	RNU6-68P	-69247	0.0380109881201
chr13	46341097	46341315	peak1170	15.05771	KIAA0226L	-46294	0.0952014601112
chr13	46341097	46341315	peak1170	15.05771	LINC00563	43362	0.107047780228
chr13	46341097	46341315	peak1170	15.05771	KIAA0226L	-48836	0.0859972465587
chr13	46354844	46355126	peak1171	8.48521	KIAA0226L	-32515	0.165199738637
chr13	46354844	46355126	peak1171	8.48521	RNU6-68P	-55468	0.0659591280997
chr13	46354844	46355126	peak1171	8.48521	LINC00563	57141	0.0616895950534
chr13	46354844	46355126	peak1171	8.48521	KIAA0226L	-35057	0.149227991234
chr13	48210235	48210487	peak1174	10.89336	LINC00441	-93300	0.0145233148527
